rom,game,year,company,genre,platform
cjdh6th,Chaoji Daheng 6th (set 1),2001,IGS,Arcade,Arcade Hardware (Unknown)
cjdh6tha,Chaoji Daheng 6th (set 2),2001,IGS,Arcade,Arcade Hardware (Unknown)
dw2001,"Chuugokuryuu 2001 [Dragon World 2001] (V100 02/21/01 16:05:16, Japan)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
dwpc101j,"Chuugokuryuu Pretty Chance [Dragon World Pretty Chance] (V101 09/26/01 10:23:26, Japan)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2100c,"DoDonPachi - Feng Bao (China, ver. 100)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2101c,"DoDonPachi - Feng Bao (China, ver. 101)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2c,"DoDonPachi - Feng Bao (China, ver. 102)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2100t,"DoDonPachi - Feng Bao (Taiwan, ver. 100)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2101t,"DoDonPachi - Feng Bao (Taiwan, ver. 101)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2t,"DoDonPachi - Feng Bao (Taiwan, ver. 102)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2100k,"DoDonPachi II - Bee Storm (Korea, ver. 100)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2101k,"DoDonPachi II - Bee Storm (Korea, ver. 101)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2k,"DoDonPachi II - Bee Storm (Korea, ver. 102)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2100,"DoDonPachi II - Bee Storm (World, ver. 100)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2101,"DoDonPachi II - Bee Storm (World, ver. 101)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2,"DoDonPachi II - Bee Storm (World, ver. 102)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2100hk,"DoDonPachi II - Fung Bou (Hong Kong, ver. 100)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2101hk,"DoDonPachi II - Fung Bou (Hong Kong, ver. 101)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2hk,"DoDonPachi II - Fung Bou (Hong Kong, ver. 102)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
dwex101cn,Dragon World 3 EX / Zhongguo Long 3 EX / Dungfong Zi Zyu 3 EX / Chuugokuryuu 3 EX (ver. 101CN),2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
extradrw,Extra Draw (V100VE),2001,IGS,Arcade,Arcade Hardware (Unknown)
cjsxp,Huangpai Zuqiu Plus / Chaoji Shuangxing Plus (V103CN),2001,IGS,Arcade,Arcade Hardware (Unknown)
jking02,Jungle King 2002 (V209US),2001,IGS,Arcade,Arcade Hardware (Unknown)
kov2p200,"Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M200XX, 200, 100CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
kov2p202,"Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M202XX, 200, 100CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
kov2p203,"Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M203XX, 200, 100CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
kov2p204,"Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M204XX, 200, 100CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
kov2p,"Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
klxyj102cn,Kuaile Xiyou Ji (V102CN),2001,IGS,Arcade,Arcade Hardware (Unknown)
klxyj104cn,Kuaile Xiyou Ji (V104CN),2001,IGS,Arcade,Arcade Hardware (Unknown)
martmast102c,"Martial Masters / Xing Yi Quan (ver. 102, 101, 101CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
martmast103c,"Martial Masters / Xing Yi Quan (ver. 103, 102, 101CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
martmast104c,"Martial Masters / Xing Yi Quan (ver. 104, 102, 101CN)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
martmast,"Martial Masters / Xing Yi Quan (ver. 104, 102, 102US)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
py2k2,Photo Y2K 2 / Chaoji Bi Yi Bi 2 / Dajia Lai Zhao Cha 2 / Real and Fake 2 Photo Y2K (M101XX 05/25/01 11:02:54),2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
dwpc,"Zhongguo Long Pretty Chance [Dragon World Pretty Chance] (V110 03/19/02 11:13:16, China)",2001,IGS,Action (Multiplayer),Arcade Hardware (Unknown)
ddp2100j,"DoDonPachi II (Japan, ver. 100)",2001,IGS (Cave license),Action (Multiplayer),Arcade Hardware (Unknown)
ddp2101j,"DoDonPachi II (Japan, ver. 101)",2001,IGS (Cave license),Action (Multiplayer),Arcade Hardware (Unknown)
ddp2j,"DoDonPachi II (Japan, ver. 102)",2001,IGS (Cave license),Action (Multiplayer),Arcade Hardware (Unknown)
puzzli2s,Puzzli 2 Super / Pao Pao Yu Super (ver. 200),2001,IGS (Metro license),Action (Multiplayer),Arcade Hardware (Unknown)
igtmg535,"Multi Game (IGT, M0000535)",2001,IGT,Keyboard/Typing,Arcade Hardware (Unknown)
igtvp,Vision printer,2001,IGT,Keyboard/Typing,Arcade Hardware (Unknown)
bigdeal0,Big Deal Belgien (5.04),2001,Impera,Arcade,Arcade Hardware (Unknown)
magicle,Magic Lotto Export (5.03),2001,Impera,Arcade,Arcade Hardware (Unknown)
gtclassc,Golden Tee Classic (v1.00),2001,Incredible Technologies,Trackball,Arcade Hardware (Unknown)
gtclasscp,Golden Tee Classic (v1.00) (alt protection),2001,Incredible Technologies,Trackball,Arcade Hardware (Unknown)
gtclasscs,Golden Tee Classic (v1.00S),2001,Incredible Technologies,Trackball,Arcade Hardware (Unknown)
gtfore02,Golden Tee Fore! 2002 (v2.01.06),2001,Incredible Technologies,Lightgun Shooter,Arcade Hardware (Unknown)
simpbest,"Simply the Best (CZ750, v1.0)",2001,Kajot,Arcade,Arcade Hardware (Unknown)
galpanidx,Gals Panic DX (Asia),2001,Kaneko,Action (Multiplayer),Arcade Hardware (Unknown)
bm36th,Beatmania III Append 6th Mix,2001,Konami,Rhythm/Music,Konami Arcade
boxingm,Boxing Mania: Ashita no Joe (ver JAA),2001,Konami,Arcade,Konami Arcade
ddrmax,DDRMAX - Dance Dance Revolution 6th Mix (G*B19 VER. JAA),2001,Konami,Rhythm/Music,Konami Arcade
ddr5m,Dance Dance Revolution 5th Mix (G*A27 VER. JAA),2001,Konami,Rhythm/Music,Konami Arcade
dmx2majp,Dance Maniax 2nd Mix Append J-Paradise (G*A38 VER. JAA),2001,Konami,Rhythm/Music,Konami Arcade
drmn4m,DrumMania 4th Mix (G*A25 VER. JAA),2001,Konami,Rhythm/Music,Konami Arcade
drmn5m,DrumMania 5th Mix (G*B05 VER. JAA),2001,Konami,Rhythm/Music,Konami Arcade
drmn6m,DrumMania 6th Mix (G*B16 VER. JAA),2001,Konami,Rhythm/Music,Konami Arcade
gtrfrk5ma,Guitar Freaks 5th Mix (G*A26 VER. AAA),2001,Konami,Dial/Paddle,Konami Arcade
gtrfrk5m,Guitar Freaks 5th Mix (G*A26 VER. JAA),2001,Konami,Dial/Paddle,Konami Arcade
gtrfrk6m,Guitar Freaks 6th Mix (G*B06 VER. JAA),2001,Konami,Dial/Paddle,Konami Arcade
gtrfrk7m,Guitar Freaks 7th Mix (G*B17 VER. JAA),2001,Konami,Dial/Paddle,Konami Arcade
jpark3,Jurassic Park III (ver EBC),2001,Konami,Lightgun Shooter,Konami Arcade
jpark3u,Jurassic Park III (ver UBC),2001,Konami,Lightgun Shooter,Konami Arcade
kbm3rd,Keyboardmania 3rd Mix,2001,Konami,Dial/Paddle,Konami Arcade
kicknkick,Kick & Kick (GNA36 VER. EAA),2001,Konami,Action,Konami Arcade
mamboagg,Mambo A Go-Go (GQA40 VER. JAB),2001,Konami,Action,Konami Arcade
mamboagga,"Mambo A Go-Go (GQA40 VER. JRB, Rental)",2001,Konami,Action,Konami Arcade
mocapb,Mocap Boxing (ver AAB),2001,Konami,Arcade,Konami Arcade
mocapbj,Mocap Boxing (ver JAA),2001,Konami,Arcade,Konami Arcade
mocapglf,Mocap Golf (ver EAA:B),2001,Konami,Sports,Konami Arcade
ppp2nda,ParaParaParadise 2nd Mix (AAA),2001,Konami,Arcade,Konami Arcade
ppp2nd,ParaParaParadise 2nd Mix (JAA),2001,Konami,Arcade,Konami Arcade
pcnfrk4m,Percussion Freaks 4th Mix (G*A25 VER. AAA),2001,Konami,Action,Konami Arcade
pcnfrk4mk,Percussion Freaks 4th Mix (G*A25 VER. KAA),2001,Konami,Action,Konami Arcade
pcnfrk5m,Percussion Freaks 5th Mix (G*B05 VER. AAA),2001,Konami,Action,Konami Arcade
pcnfrk5mk,Percussion Freaks 5th Mix (G*B05 VER. KAA),2001,Konami,Action,Konami Arcade
pcnfrk6m,Percussion Freaks 6th Mix (G*B16 VER. AAA),2001,Konami,Action,Konami Arcade
p9112,Police 911 2 (VER. UAA:B),2001,Konami,Lightgun Shooter,Konami Arcade
popn6,Pop'n Music 6,2001,Konami,Arcade,Konami Arcade
popn7,Pop'n Music 7,2001,Konami,Arcade,Konami Arcade
popnanm2ja,Pop'n Music Animelo 2 (JAA),2001,Konami,Arcade,Konami Arcade
popnanm2jaa,"Pop'n Music Animelo 2 (JAA, license expired)",2001,Konami,Arcade,Konami Arcade
popnanm2,Pop'n Music Animelo 2 (JAC),2001,Konami,Arcade,Konami Arcade
popnanm2a,"Pop'n Music Animelo 2 (JAC, license expired)",2001,Konami,Arcade,Konami Arcade
sscopex,Silent Scope EX (ver EAC 1.20),2001,Konami,Arcade,Konami Arcade
sscopexu,Silent Scope EX (ver UAC 1.20),2001,Konami,Arcade,Konami Arcade
sogeki,Sogeki (ver JRB 1.01),2001,Konami,Arcade,Konami Arcade
thrild2a,Thrill Drive 2 (ver AAA),2001,Konami,Dial/Paddle,Konami Arcade
thrild2c,Thrill Drive 2 (ver EAA),2001,Konami,Dial/Paddle,Konami Arcade
thrild2,Thrill Drive 2 (ver EBB),2001,Konami,Dial/Paddle,Konami Arcade
thrild2j,Thrill Drive 2 (ver JAA),2001,Konami,Dial/Paddle,Konami Arcade
bm6thmix,beatmania 6th MIX (ver JA-A),2001,Konami,Rhythm/Music,Konami Arcade
bm7thmix,beatmania 7th MIX (ver JA-B),2001,Konami,Rhythm/Music,Konami Arcade
bmiidx5,beatmania IIDX 5th style (GCA17 JAA),2001,Konami,Rhythm/Music,Konami Arcade
bmiidx6a,beatmania IIDX 6th style (GCB4U JAA),2001,Konami,Rhythm/Music,Konami Arcade
bmiidx6,beatmania IIDX 6th style (GCB4U JAB),2001,Konami,Rhythm/Music,Konami Arcade
dmndhrt,Diamond Heart (v1.06),2001,LSE,Arcade,Arcade Hardware (Unknown)
leappad,LeapPad,2001,LeapFrog,Arcade,Arcade Hardware (Unknown)
ttwistvc,Turbo Twist Vocabulator (US),2001,LeapFrog,Arcade,Arcade Hardware (Unknown)
videight,Video Eight,2001,Macro,Action (Multiplayer),Arcade Hardware (Unknown)
xbox,XBOX,2001,Microsoft,Action (Multiplayer),Arcade Hardware (Unknown)
arctthnd,Arctic Thunder (v1.002),2001,Midway Games,Arcade,Midway/Williams
ultarctc,Ultimate Arctic Thunder,2001,Midway Games,Arcade,Midway/Williams
chokop,Janpai Puzzle Choukou (Japan 010820 Publicity),2001,Mitchell (Capcom license),Puzzle,Capcom CPS
choko,Janpai Puzzle Choukou (Japan 010820),2001,Mitchell (Capcom license),Puzzle,Capcom CPS
pzloop2,Puzz Loop 2 (Europe 010302),2001,Mitchell (Capcom license),Dial/Paddle,Capcom CPS
pzloop2jp,Puzz Loop 2 (Japan 010201 Publicity),2001,Mitchell (Capcom license),Dial/Paddle,Capcom CPS
pzloop2jr1,Puzz Loop 2 (Japan 010205),2001,Mitchell (Capcom license),Dial/Paddle,Capcom CPS
pzloop2j,Puzz Loop 2 (Japan 010226),2001,Mitchell (Capcom license),Dial/Paddle,Capcom CPS
funcube2,Funcube 2 (v1.1),2001,Namco,Lightgun Shooter,Arcade Hardware (Unknown)
funcube3,Funcube 3 (v1.1),2001,Namco,Lightgun Shooter,Arcade Hardware (Unknown)
funcube4,Funcube 4 (v1.0),2001,Namco,Lightgun Shooter,Arcade Hardware (Unknown)
hplanet,Happy Planet,2001,Namco,Arcade,Namco Arcade Hardware
kd2001,"Knock Down 2001 (Japan, KD11 Ver. B)",2001,Namco,Action (Multiplayer),Namco Arcade Hardware
knpuzzle,"Kotoba no Puzzle Mojipittan (Japan, KPM1 Ver.A)",2001,Namco,Puzzle,Namco Arcade Hardware
mrdrilrg,"Mr. Driller G (Japan, DRG1 Ver.A)",2001,Namco,Action (Multiplayer),Namco Arcade Hardware
sws2001,"Super World Stadium 2001 (Japan, SS11/VER.A)",2001,Namco,Action (Multiplayer),Namco Arcade Hardware
sys246,System 246 BIOS,2001,Namco,Arcade,Namco Arcade Hardware
taiko2,"Taiko no Tatsujin 2 (Japan, TK21 Ver.C)",2001,Namco,Arcade,Namco Arcade Hardware
tekken4b,Tekken 4 (TEF1 Ver. A),2001,Namco,Arcade,Namco Arcade Hardware
tekken4c,Tekken 4 (TEF1 Ver. C),2001,Namco,Arcade,Namco Arcade Hardware
tekken4a,Tekken 4 (TEF2 Ver. A),2001,Namco,Arcade,Namco Arcade Hardware
tekken4,Tekken 4 (TEF3 Ver. C),2001,Namco,Arcade,Namco Arcade Hardware
wanganmd,Wangan Midnight (WMN1 Ver. A),2001,Namco,Arcade,Namco Arcade Hardware
gahaha2,"GAHAHA Ippatsudou 2 (Japan, GIS1 Ver.A)",2001,Namco / Metro,Action (Multiplayer),Namco Arcade Hardware
gjspace,GekiToride-Jong Space (10011 Ver.A),2001,Namco / Metro,Action (Multiplayer),Namco Arcade Hardware
metabee,Metabee Shot,2001,Natsume / Banpresto,Action (Multiplayer),Arcade Hardware (Unknown)
abacus,Abacus (Ver 1.0),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
bowlroad14,Bowling Road (Ver 1.4),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
bowlroad14n,"Bowling Road (Ver 1.4, ND2001 hardware)",2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
bowlroad,Bowling Road (Ver 1.5),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
capcor,Capitani Coraggiosi (Ver 1.3),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
euro2k2,"Europa 2002 (Ver 2.0, set 1)",2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
euro2k2a,"Europa 2002 (Ver 2.0, set 2)",2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
laperlag,La Perla Nera Gold (Ver 2.0),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
labrinth,Labyrinth (Ver 1.5),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
uforobot,UFO Robot (Ver 1.0 Rev A),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
wcup14,World Cup (Ver 1.4),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
wcup,World Cup (Ver 1.5),2001,Nazionale Elettronica,Arcade,Arcade Hardware (Unknown)
magistr16,Magistr16 (Russia),2001,New Game,Action (Multiplayer),Sega Arcade Hardware
konhaji,Konnano Hajimete! (Japan),2001,Nichibutsu/Love Factory,Arcade,Arcade Hardware (Unknown)
gba,Game Boy Advance,2001,Nintendo,Action,Arcade Hardware (Unknown)
gcjp,GameCube (Japan),2001,Nintendo,Arcade,Arcade Hardware (Unknown)
gcus,GameCube (USA),2001,Nintendo,Arcade,Arcade Hardware (Unknown)
pokemini,Pokemon Mini,2001,Nintendo,Action,Arcade Hardware (Unknown)
sengoku3,Sengoku 3 / Sengoku Densho 2001 (set 1),2001,Noise Factory / SNK,Action (Multiplayer),SNK Neo Geo
sengoku3a,Sengoku 3 / Sengoku Densho 2001 (set 2),2001,Noise Factory / SNK,Action (Multiplayer),SNK Neo Geo
noki3330,Nokia 3330,2001,Nokia,Keyboard/Typing,Arcade Hardware (Unknown)
super9,"Super Nove (Playmark, V. M271B)",2001,Playmark,Arcade,Arcade Hardware (Unknown)
super9a,"Super Nove (Playmark, V. M271C)",2001,Playmark,Arcade,Arcade Hardware (Unknown)
theroes,Thunder Heroes (set 1),2001,Primetek Investments,Action (Multiplayer),Cave
theroesa,Thunder Heroes (set 2),2001,Primetek Investments,Action (Multiplayer),Cave
spotty,Spotty (Ver. 2.0.2),2001,Prince Co.,Arcade,Arcade Hardware (Unknown)
gnbarich,Gunbarich,2001,Psikyo,Shooter,Psikyo
zerogu2,Zero Gunner 2,2001,Psikyo,Shooter,Sega Naomi
rad_bassp,ConnecTV Bass Fishin' (PAL),2001,Radica / SSD Company LTD,Action,Arcade Hardware (Unknown)
rad_snowp,ConnecTV Snowboarder (Blue) (PAL),2001,Radica / SSD Company LTD,Action,Arcade Hardware (Unknown)
rad_bass,Play TV Bass Fishin' (NTSC),2001,Radica / SSD Company LTD,Action,Arcade Hardware (Unknown)
rad_snow,Play TV Snowboarder (Blue) (NTSC),2001,Radica / SSD Company LTD,Action,Arcade Hardware (Unknown)
bingor8,Bingo Roll 2001 (v22.1),2001,Rosenauer Electronic Austria,Arcade,Arcade Hardware (Unknown)
zupapa,Zupapa!,2001,SNK,Action (Multiplayer),SNK Neo Geo
awbios,Atomiswave BIOS,2001,Sammy,Action (Multiplayer),Sega Arcade Hardware
haekaka,Hae Hae Ka Ka Ka,2001,Sammy,Arcade,Arcade Hardware (Unknown)
turkhunt,Turkey Hunting USA V1.00,2001,Sammy USA Corporation,Lightgun Shooter,Arcade Hardware (Unknown)
wschampb,Wing Shooting Championship V1.00,2001,Sammy USA Corporation,Shooter,Arcade Hardware (Unknown)
wschampa,Wing Shooting Championship V1.01,2001,Sammy USA Corporation,Shooter,Arcade Hardware (Unknown)
wschamp,Wing Shooting Championship V2.00,2001,Sammy USA Corporation,Shooter,Arcade Hardware (Unknown)
n501,Samsung NUON Enhanced DVD Player / DVD-N501,2001,Samsung,Arcade,Arcade Hardware (Unknown)
alienfnta,Alien Front (Rev A),2001,Sega,Action (Multiplayer),Sega Naomi
alienfnt,Alien Front (Rev T),2001,Sega,Action (Multiplayer),Sega Naomi
clubkrto,Club Kart: European Session,2001,Sega,Racing,Sega Naomi
clubkrta,Club Kart: European Session (Rev A),2001,Sega,Racing,Sega Naomi
clubkrtc,Club Kart: European Session (Rev C),2001,Sega,Racing,Sega Naomi
clubkrt,Club Kart: European Session (Rev D),2001,Sega,Racing,Sega Naomi
crakndj2,Crackin' DJ Part 2 (Japan),2001,Sega,Action,Sega Naomi
dfeverg,Dancing Fever Gold (J 000821 V2.001),2001,Sega,Action (Multiplayer),Sega Arcade Hardware
derbyoc2,"Derby Owners Club II Ver.2.1 (Japan, Rev B)",2001,Sega,Action (Multiplayer),Sega Naomi
drbyocwa,Derby Owners Club World Edition (Rev A),2001,Sega,Action (Multiplayer),Sega Naomi
drbyocwb,Derby Owners Club World Edition (Rev B),2001,Sega,Action (Multiplayer),Sega Naomi
drbyocwc,Derby Owners Club World Edition (Rev C),2001,Sega,Action (Multiplayer),Sega Naomi
drbyocwt,Derby Owners Club World Edition (Rev T),2001,Sega,Action (Multiplayer),Sega Naomi
f355twn2,Ferrari F355 Challenge 2 - International Course Edition (twin/deluxe),2001,Sega,Action (Multiplayer),Sega Naomi
patocar,Hashire Patrol Car (J 990326 V1.000),2001,Sega,Trackball,Sega Arcade Hardware
monkeyba,Monkey Ball (GDS-0008),2001,Sega,Action,Sega Naomi
naomi2,NAOMI 2 BIOS,2001,Sega,Action (Multiplayer),Sega Naomi
naomigd,NAOMI GD-ROM BIOS,2001,Sega,Action (Multiplayer),Sega Naomi
ngdup23a,Naomi DIMM Firmware Updater (2.13) (GDS-0023A),2001,Sega,Action (Multiplayer),Sega Naomi
ngdup23c,Naomi DIMM Firmware Updater (2.17) (GDS-0023C),2001,Sega,Action (Multiplayer),Sega Naomi
ngdup23e,Naomi DIMM Firmware Updater (3.17) (GDS-0023E),2001,Sega,Action (Multiplayer),Sega Naomi
shaktamb,Shakatto Tambourine Cho Powerup Chu (2K1 AUT) (GDS-0016),2001,Sega,Action (Multiplayer),Sega Naomi
shaktmsp,Shakatto Tambourine Motto Norinori Shinkyoku Tsuika (2K1 SPR) (GDS-0013),2001,Sega,Action (Multiplayer),Sega Naomi
spkrbtl,Spikers Battle (GDS-0005),2001,Sega,Action (Multiplayer),Sega Naomi
vathlete,Virtua Athletics / Virtua Athlete (GDS-0019),2001,Sega,Action (Multiplayer),Sega Naomi
vathletep,Virtua Athletics / Virtua Athlete (prototype),2001,Sega,Action (Multiplayer),Sega Naomi
vf4o,Virtua Fighter 4 (GDS-0012),2001,Sega,Fighting,Sega Naomi
vf4b,Virtua Fighter 4 (Rev B) (GDS-0012B),2001,Sega,Fighting,Sega Naomi
vf4,Virtua Fighter 4 Version C (GDS-0012C),2001,Sega,Fighting,Sega Naomi
dygolf,Virtua Golf / Dynamic Golf (Rev A) (GDS-0009A),2001,Sega,Sports,Sega Naomi
dygolfp,Virtua Golf / Dynamic Golf (prototype),2001,Sega,Sports,Sega Naomi
vstrik3,Virtua Striker 3 (GDS-0006),2001,Sega,Action (Multiplayer),Sega Naomi
vtennisg,Virtua Tennis / Power Smash (GDS-0011),2001,Sega,Sports,Sega Naomi
vtenis2c,Virtua Tennis 2 / Power Smash 2 (Rev A),2001,Sega,Sports,Sega Naomi
vtennis2,Virtua Tennis 2 / Power Smash 2 (Rev A) (GDS-0015A),2001,Sega,Sports,Sega Naomi
wsbbgd,World Series Baseball / Super Major League (GDS-0010),2001,Sega,Sports,Sega Naomi
lupinshoo,Lupin The Third - The Shooting (GDS-0018),2001,Sega / Eighting,Shooter,Sega Naomi
lupinsho,Lupin The Third - The Shooting (Rev A) (GDS-0018A),2001,Sega / Eighting,Shooter,Sega Naomi
keyboard,La Keyboard (GDS-0017),2001,Sega / G.Rev,Keyboard/Typing,Sega Naomi
von4,Cyber Troopers Virtual-On 4: Force (Rev E),2001,Sega / Hitmaker,Action (Multiplayer),Sega Arcade Hardware
vnight,Vampire Night (VPN3 Ver. B),2001,Sega / Namco,Arcade,Namco Arcade Hardware
bistro,Bistro Kids: Boku mo Watashi mo Kok-san! (Japan),2001,Sega Toys / SSD Company LTD,Arcade,Arcade Hardware (Unknown)
tetfight,Tetris Fighters,2001,Sego,Fighting,Arcade Hardware (Unknown)
dtfamily,Diet Family,2001,SemiCom,Action (Multiplayer),Arcade Hardware (Unknown)
finalgdr,"Final Godori (Korea, version 2.20.5915)",2001,SemiCom,Action (Multiplayer),Arcade Hardware (Unknown)
mrkicker,Mr. Kicker (F-E1-16-010 PCB),2001,SemiCom,Action (Multiplayer),Arcade Hardware (Unknown)
mrkickera,Mr. Kicker (SEMICOM-003b PCB),2001,SemiCom,Action (Multiplayer),Arcade Hardware (Unknown)
toyland,Toy Land Adventure,2001,SemiCom,Action (Multiplayer),Arcade Hardware (Unknown)
wivernwg,Wivern Wings,2001,SemiCom,Action (Multiplayer),Arcade Hardware (Unknown)
wyvernwg,Wyvern Wings (set 1),2001,SemiCom (Game Vision license),Action (Multiplayer),Arcade Hardware (Unknown)
wyvernwga,Wyvern Wings (set 2),2001,SemiCom (Game Vision license),Action (Multiplayer),Arcade Hardware (Unknown)
pcg850v,PC-G850V,2001,Sharp,Keyboard/Typing,Arcade Hardware (Unknown)
europl01,EuroPlay 2001,2001,Sleic / Petaco,Arcade,Arcade Hardware (Unknown)
popirak,PoPiRa - Finger Sports (Korea),2001,Sonokong / SSD Company LTD,Arcade,Arcade Hardware (Unknown)
funlddlx2,Funny Land de Luxe (W2 set),2001,Stella,Lightgun Shooter,Arcade Hardware (Unknown)
funlddlx4,Funny Land de Luxe (W4 set),2001,Stella,Lightgun Shooter,Arcade Hardware (Unknown)
queenbeeb,"Queen Bee (Brazil, Ver. 202)",2001,Subsino,Arcade,Arcade Hardware (Unknown)
queenbeei,"Queen Bee (Israel, Ver. 100)",2001,Subsino,Arcade,Arcade Hardware (Unknown)
queenbeesa,Queen Bee (SA-101-HARD),2001,Subsino,Arcade,Arcade Hardware (Unknown)
queenbee107u,"Queen Bee (USA, Ver. 107)",2001,Subsino,Arcade,Arcade Hardware (Unknown)
queenbee,Queen Bee (Ver. 114),2001,Subsino (American Alpha license),Arcade,Arcade Hardware (Unknown)
queenbee117a,Queen Bee (Ver. 117),2001,Subsino (American Alpha license),Arcade,Arcade Hardware (Unknown)
queenbee123a,Queen Bee (Ver. 123A),2001,Subsino (American Alpha license),Arcade,Arcade Hardware (Unknown)
humlan,"Humlan's Lyckohjul (Sweden, Ver. 402)",2001,Subsino (Truemax license),Arcade,Arcade Hardware (Unknown)
zokuotena,Zoku Otenamihaiken (V2.03J 2001/02/16 16:00),2001,Success,Action (Multiplayer),Taito Arcade
jockeygp,Jockey Grand Prix (set 1),2001,Sun Amusement / BrezzaSoft,Action (Multiplayer),SNK Neo Geo
jockeygpa,Jockey Grand Prix (set 2),2001,Sun Amusement / BrezzaSoft,Action (Multiplayer),SNK Neo Geo
boonggab,Boong-Ga Boong-Ga (Spank'em!),2001,Taff System,Action,Arcade Hardware (Unknown)
ippo,Hard Puncher Hajime no Ippo - The Fighting! (VER.2.02J),2001,Taito,Fighting,Namco Arcade Hardware
styphp,Stunt Typhoon Plus (VER.2.04J),2001,Taito,Dial/Paddle,Taito Arcade
ddrfammt,Dance Dance Revolution Family Mat (Japan),2001,Takara / Konami / SSD Company LTD,Rhythm/Music,Arcade Hardware (Unknown)
tak_gin,Bakushin Sno-Bo - Gingin Boarders (Japan),2001,Takara / SSD Company LTD,Action,Arcade Hardware (Unknown)
tak_comt,Comet-san Lovelin Baton (Japan),2001,Takara / SSD Company LTD,Arcade,Arcade Hardware (Unknown)
gungunad,Gun Gun Adventure (Japan),2001,Takara / SSD Company LTD,Shooter,Arcade Hardware (Unknown)
tak_town,Machi o Tsukurou: Kouji no Kuruma 5 (Japan),2001,Takara / SSD Company LTD,Action,Arcade Hardware (Unknown)
tak_wdg,Webdiver DX W-05 Gladion (Japan),2001,Takara / SSD Company LTD,Action,Arcade Hardware (Unknown)
nightrai,Night Raid (V2.03J 2001/02/26 17:00),2001,Takumi,Action (Multiplayer),Taito Arcade
otenki,Otenki Kororin (V2.01J 2001/07/02 10:00),2001,Takumi,Action (Multiplayer),Taito Arcade
